2025-04-17 18:07:44,884 - INFO - Created a socket
2025-04-17 18:07:44,892 - INFO - Created a socket
2025-04-17 18:07:47,494 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:5
2025-04-17 18:07:47,622 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:5
2025-04-17 18:07:47,785 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:5
2025-04-17 18:07:47,898 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:5
2025-04-17 18:07:47,997 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:5
2025-04-17 18:07:48,082 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:5
2025-04-17 18:07:48,258 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:5
2025-04-17 18:07:48,361 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:5
2025-04-17 18:07:48,539 - INFO - state.v: 2.7, nearest_index: (1,), min_diff_Index:5
2025-04-17 18:07:48,696 - INFO - state.v: 2.7, nearest_index: (1,), min_diff_Index:5
2025-04-17 18:07:48,774 - INFO - state.v: 2.7, nearest_index: (1,), min_diff_Index:5
2025-04-17 18:07:48,855 - INFO - state.v: 2.7, nearest_index: (1,), min_diff_Index:5
2025-04-17 18:07:49,044 - INFO - state.v: 2.7, nearest_index: (1,), min_diff_Index:5
2025-04-17 18:07:49,201 - INFO - state.v: 2.7, nearest_index: (1,), min_diff_Index:5
2025-04-17 18:07:49,295 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-17 18:07:49,380 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-17 18:07:49,455 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-17 18:07:49,536 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:8
2025-04-17 18:07:49,607 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:8
2025-04-17 18:07:49,792 - INFO - state.v: 2.7, nearest_index: (4,), min_diff_Index:8
2025-04-17 18:07:49,884 - INFO - state.v: 2.7, nearest_index: (4,), min_diff_Index:8
2025-04-17 18:07:49,976 - INFO - state.v: 2.7, nearest_index: (4,), min_diff_Index:8
2025-04-17 18:07:50,169 - INFO - state.v: 2.7, nearest_index: (4,), min_diff_Index:8
2025-04-17 18:07:50,256 - INFO - state.v: 2.7, nearest_index: (4,), min_diff_Index:9
2025-04-17 18:07:50,348 - INFO - state.v: 2.7, nearest_index: (5,), min_diff_Index:9
2025-04-17 18:07:50,465 - INFO - state.v: 2.7, nearest_index: (5,), min_diff_Index:9
2025-04-17 18:07:50,638 - INFO - state.v: 2.7, nearest_index: (5,), min_diff_Index:9
