2025-04-17 17:31:57,252 - INFO - Created a socket
2025-04-17 17:31:57,255 - INFO - Created a socket
2025-04-17 17:32:01,061 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:01,150 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:01,216 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:01,289 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:01,371 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:01,540 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:01,653 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:01,794 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:01,934 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,013 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,168 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,339 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,416 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,488 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,560 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,633 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,704 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,783 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,914 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:32:02,974 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
