2025-04-17 17:25:12,672 - INFO - Created a socket
2025-04-17 17:25:12,674 - INFO - Created a socket
2025-04-17 17:25:17,353 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:17,521 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:17,760 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:17,851 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:17,927 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,006 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,088 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,192 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,272 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,364 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,530 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,606 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,686 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,782 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,864 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:18,945 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:19,015 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:19,098 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:19,196 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:19,264 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:19,385 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:19,520 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:19,681 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:19,838 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:19,919 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,019 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,095 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,163 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,228 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,314 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,430 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,516 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,583 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,644 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,706 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,761 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,824 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,880 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:20,942 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,003 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,058 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,121 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,178 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,240 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,303 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,356 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,417 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,474 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,536 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,598 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,655 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,718 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,774 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,838 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,901 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:21,957 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,021 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,078 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,141 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,204 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,260 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,323 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,381 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,445 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,509 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,566 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,630 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,692 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,826 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,888 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:22,950 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,011 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,066 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,129 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,192 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,247 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,308 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,363 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,424 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,480 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,542 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,603 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,658 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,720 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,776 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,839 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,901 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:23,956 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,019 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,075 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,137 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,200 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,255 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,316 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,371 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,433 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,495 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,551 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,612 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,667 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,728 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,790 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,846 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,911 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:24,966 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,028 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,089 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,144 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,207 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,263 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,327 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,391 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,449 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,591 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,653 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,715 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,771 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,832 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,896 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:25,952 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,014 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,068 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,131 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,192 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,248 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,310 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,365 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,427 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,490 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,546 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,609 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,664 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,726 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,788 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,844 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,905 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:26,961 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,024 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,081 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,143 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,206 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,261 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,322 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,378 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,441 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,503 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,559 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,622 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,681 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,745 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,808 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,864 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,927 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:27,990 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,046 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,109 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,165 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,228 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,373 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,438 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,501 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,558 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,620 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,676 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,739 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,802 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,858 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,921 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:28,978 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:29,042 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:29,106 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:29,164 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:29,227 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:29,292 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:29,349 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:29,412 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:29,469 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:29,532 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-17 17:25:29,595 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
