2025-04-23 15:27:58,597 - INFO - Created a socket
2025-04-23 15:27:58,599 - INFO - Created a socket
2025-04-23 15:28:02,471 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:02,604 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:02,777 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:02,932 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:03,031 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:03,122 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:03,253 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:03,478 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:03,624 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:03,742 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:03,878 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:03,948 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,023 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,151 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,256 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,337 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,427 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,501 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,580 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,655 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,738 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,818 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:04,902 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:05,107 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:05,231 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
2025-04-23 15:28:05,347 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:3
