2025-04-07 16:31:56,166 - INFO - Created a socket
2025-04-07 16:31:56,167 - INFO - Created a socket
2025-04-07 16:31:58,250 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,251 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,285 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,286 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,286 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,294 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,295 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,374 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,375 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,376 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,394 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,395 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,523 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,524 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,524 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,533 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,534 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,612 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,612 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,613 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,666 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,666 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,717 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,718 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,718 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,803 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,804 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,816 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,816 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,817 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,881 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,882 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,958 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,958 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,959 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,994 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:58,995 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,100 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,100 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,101 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,105 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,105 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,182 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,183 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,240 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,241 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,267 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,267 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,267 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,373 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,373 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,382 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,383 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,492 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,493 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,523 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,524 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,558 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,558 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,559 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,663 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,664 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,673 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,674 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,784 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,785 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,800 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,801 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,802 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,905 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,906 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,906 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,944 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:31:59,945 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:32:00,002 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:32:00,003 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:32:00,086 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:32:00,087 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:32:00,087 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:32:00,096 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:32:00,096 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
2025-04-07 16:32:00,205 - INFO - ego_x:118.81693250000001,ego_y:31.892827299999993
