2025-04-23 15:58:36,618 - INFO - Created a socket
2025-04-23 15:58:36,620 - INFO - Created a socket
2025-04-23 15:58:43,980 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:44,187 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:44,378 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:44,498 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:44,576 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:44,644 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:44,709 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:44,777 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:44,844 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:44,911 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:44,976 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,044 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,110 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,176 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,233 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,296 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,355 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,421 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,488 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,547 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,615 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,680 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,741 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,896 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:45,963 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
2025-04-23 15:58:46,028 - INFO - state.v: 2.7, nearest_index: (0,), min_diff_Index:4
