2025-04-23 15:46:09,024 - INFO - Created a socket
2025-04-23 15:46:09,031 - INFO - Created a socket
2025-04-23 15:46:11,180 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:11,319 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:11,490 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:11,611 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:11,689 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:11,829 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:11,921 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:11,997 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:12,069 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:12,147 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:12,227 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:12,310 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:12,392 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:12,501 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:12,577 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:12,662 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:12,766 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:13,076 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:13,164 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:13,260 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:13,380 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:13,451 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:13,520 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:13,788 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:13,860 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:13,988 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:14,137 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
2025-04-23 15:46:14,240 - INFO - state.v: 2.7, nearest_index: (3,), min_diff_Index:7
