2025-04-07 15:31:50,801 - INFO - Created a socket
2025-04-07 15:31:50,801 - INFO - Created a socket
2025-04-07 15:32:26,954 - INFO - ego_x:118.8169772,ego_y:31.892235599999992
2025-04-07 15:32:26,954 - INFO - ego_x:118.8169772,ego_y:31.892235599999992
2025-04-07 15:32:27,009 - INFO - ego_x:118.8169772,ego_y:31.892235499999998
2025-04-07 15:32:27,010 - INFO - ego_x:118.8169772,ego_y:31.892235499999998
2025-04-07 15:32:27,010 - INFO - ego_x:118.8169772,ego_y:31.892235499999998
2025-04-07 15:32:27,064 - INFO - ego_x:118.8169772,ego_y:31.892235400000004
2025-04-07 15:32:27,064 - INFO - ego_x:118.8169772,ego_y:31.892235400000004
2025-04-07 15:32:27,112 - INFO - ego_x:118.8169772,ego_y:31.892235400000004
2025-04-07 15:32:27,112 - INFO - ego_x:118.81697729999996,ego_y:31.892235400000004
2025-04-07 15:32:27,113 - INFO - ego_x:118.81697729999996,ego_y:31.89223529999998
2025-04-07 15:32:27,162 - INFO - ego_x:118.81697729999996,ego_y:31.892235400000004
2025-04-07 15:32:27,162 - INFO - ego_x:118.81697729999996,ego_y:31.892235400000004
2025-04-07 15:32:27,208 - INFO - ego_x:118.81697729999996,ego_y:31.892235400000004
2025-04-07 15:32:27,209 - INFO - ego_x:118.81697729999996,ego_y:31.892235400000004
2025-04-07 15:32:27,209 - INFO - ego_x:118.81697729999996,ego_y:31.892235400000004
2025-04-07 15:32:27,257 - INFO - ego_x:118.81697729999996,ego_y:31.892235400000004
2025-04-07 15:32:27,258 - INFO - ego_x:118.81697729999996,ego_y:31.892235400000004
2025-04-07 15:32:27,304 - INFO - ego_x:118.81697729999996,ego_y:31.892235499999998
2025-04-07 15:32:27,305 - INFO - ego_x:118.81697729999996,ego_y:31.892235499999998
2025-04-07 15:32:27,305 - INFO - ego_x:118.81697729999996,ego_y:31.892235499999998
2025-04-07 15:32:27,351 - INFO - ego_x:118.81697729999996,ego_y:31.892235499999998
2025-04-07 15:32:27,352 - INFO - ego_x:118.81697729999996,ego_y:31.892235499999998
2025-04-07 15:32:27,396 - INFO - ego_x:118.81697729999996,ego_y:31.892235499999998
2025-04-07 15:32:27,397 - INFO - ego_x:118.81697729999996,ego_y:31.892235499999998
2025-04-07 15:32:27,398 - INFO - ego_x:118.81697729999996,ego_y:31.892235599999992
2025-04-07 15:32:27,439 - INFO - ego_x:118.81697729999996,ego_y:31.892235599999992
2025-04-07 15:32:27,440 - INFO - ego_x:118.81697739999998,ego_y:31.892235499999998
2025-04-07 15:32:27,483 - INFO - ego_x:118.81697750000001,ego_y:31.892235499999998
2025-04-07 15:32:27,484 - INFO - ego_x:118.81697750000001,ego_y:31.892235499999998
2025-04-07 15:32:27,485 - INFO - ego_x:118.81697750000001,ego_y:31.892235499999998
2025-04-07 15:32:27,523 - INFO - ego_x:118.81697750000001,ego_y:31.892235599999992
2025-04-07 15:32:27,524 - INFO - ego_x:118.81697750000001,ego_y:31.892235599999992
2025-04-07 15:32:27,565 - INFO - ego_x:118.81697750000001,ego_y:31.892235599999992
2025-04-07 15:32:27,566 - INFO - ego_x:118.81697750000001,ego_y:31.892235599999992
2025-04-07 15:32:27,566 - INFO - ego_x:118.81697750000001,ego_y:31.892235599999992
2025-04-07 15:32:27,606 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,606 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,647 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,648 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,688 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,689 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,731 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,732 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,795 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,796 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,897 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,898 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,899 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,996 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:27,997 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,097 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,098 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,201 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,202 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,300 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,300 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,402 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,403 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,403 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,501 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,502 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,600 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,601 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,708 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,708 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,810 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
2025-04-07 15:32:28,811 - INFO - ego_x:118.81691230000001,ego_y:31.893007899999986
